# forge-autoname: evidence-based names for FUN_* (name->check workflow wf_698bd133-f69, 2026-07-21)
# addr	name	plate_comment  (high+medium confidence, checker-confirmed)
00461533	Tree_Clone_Recursive	[forge-autoname conf=high <- wf] Recursive clone with FUN_004615c3 allocator; walks child/sibling pointers; tree deep-copy pattern
00461c63	Tree_Clone_Recursive	[forge-autoname conf=high <- wf] Recursive clone with FUN_00461cf3; same tree-walking and allocation pattern as 00461533
00461cf3	Allocator_Alloc_Struct_Smaller	[forge-autoname conf=high <- wf] malloc(0x14) - 20 bytes vs standard 0x18; writes only at 0x10, confirming 'smaller' variant
004661c5	Tree_Clone_Recursive	[forge-autoname conf=high <- wf] Recursive clone with FUN_00466255; same tree-clone pattern with child/sibling traversal
00466255	Allocator_Alloc_Pair_With_CCharString	[forge-autoname conf=high <- wf] malloc(0x18), calls CCharString constructor at offset 0x14; confirms string member allocation
00471f97	vector_insert_range_copy	[forge-autoname conf=high <- wf] Thiscall vector; calls FUN_00471fd9 for sizing; loop copies range to vector; updates end
00479449	LinkedList_Insert_CDanyalTestScriptsData	[forge-autoname conf=high <- wf] Calls NScript::CDanyalTestScriptsData::Alloc(); inserts allocated node into linked list structure
0047a9f0	CHeroLogBook_AddLogEntry	[forge-autoname conf=high <- wf] String literal 'LOG_ENTRY' present; complex log entry insertion into CHeroLogBook structure
00485b6c	vector_reallocate_with_padding	[forge-autoname conf=medium <- wf] Calls FUN_00405ba0 for padding calculation; allocates new buffer with offset tracking; reallocation logic
0048c820	Array_Free_Elements	[forge-autoname conf=high <- wf] Loop over array range, calls free on each non-null element; bulk deallocation helper
0049c450	vector_push_back	[forge-autoname conf=high <- wf] Checks end < capacity, writes to end, increments by 4-byte element; realloc if full
004ac530	vector_insert_with_elements	[forge-autoname conf=high <- wf] Insert multiple elements (param_4 count); reallocates, copies existing/new data via memmove
004b8770	vector_pop_back_shift	[forge-autoname conf=medium <- wf] Shifts elements backwards via operator=, adjusts end pointer; element shifting not copy variant
004b9c10	LTextTreeWalkThrough_Process	[forge-autoname conf=high <- wf] Thiscall LTextTreeWalkThrough; calls BuildTreeArray; complex tree traversal with node processing
004e4429	AllocAndCopyFields	[forge-autoname conf=medium <- wf] malloc(0x18) + copies 2 4-byte fields from param_1[0] and param_1[1]. Generic allocation helper; 'Alloc_CopyTwoFields' is fine but 'v1-v11' enumeration is weak. Collapse duplicates to single name.
004e4bee	AllocAndCopyThreeFields	[forge-autoname conf=medium <- wf] malloc(0x1c) + copies 3 fields at offsets 0x10, 0x14, 0x18. Differs from 004e4429 only in field count; distinct allocation size justifies separate name.
004e4e3a	TreeNode_Clone	[forge-autoname conf=medium <- wf] Recursive tree copy with left/sibling traversal (+0x8=sibling, +0xc=left child, +0x10=payload). Calls FUN_004e4eca. More accurate than 'DuplicateTree' for a single-node clone operation.
004ec441	CObjectAugmentationParticleSet::Create	[forge-autoname conf=high <- wf] malloc(0x40) + field copy + calls CObjectAugmentationParticleSet constructor at +0x14 with param_1+1. Class instantiation pattern is clear from decompilation.
004f9508	CActiveFile::CopyAssign	[forge-autoname conf=high <- wf] __thiscall param_1=this, param_2=source. Calls OnReadFinished; handles copy assignment of 8-byte pairs (likely std::pair). Name should drop 'From' suffix for cleaner naming.
004f97b3	CUIBinaryTree::CopyConstructor	[forge-autoname conf=high <- wf] __thiscall, param_1=dest, param_2=source. malloc(0x18) per node, calls FUN_00461533 to clone nodes. Actual pattern matches a copy constructor; evidence strong.
004f9960	CBinaryTree_Alt::CopyConstructor	[forge-autoname conf=medium <- wf] Identical structure to 004f97b3 but calls FUN_004f99de instead of FUN_00461533. Likely template instantiation of same copy constructor for different tree type. Name variation justified.
005114f0	TreeNode_DeepClone_Generic	[forge-autoname conf=medium <- wf] Recursive tree clone with malloc(0x14) per node, copies payload at +0x10, clones left child (+0xc), links siblings (+0x8). More generic than 'TreeNode_DeepClone' since node structure is not strongly t
00513300	CCharStringTreeNode_DeepClone	[forge-autoname conf=high <- wf] Calls CCharString::CCharString constructor at +0x10 per node; malloc(0x14); recursive tree clone. CCharString usage strongly indicates typed tree node.
00516f80	CCharStringTreeNode_DeepClone_Extended	[forge-autoname conf=medium <- wf] malloc(0x1c) + CCharString constructor + copies 3 fields (+0x10, +0x14, +0x18). Extended variant justified by larger allocation and 3-field payload distinct from 00513300.
0051ac70	LTextTreeWalkThrough::Destructor_DeleteNodes	[forge-autoname conf=high <- wf] __fastcall with LTextTreeWalkThrough parameter range; iterates and frees tree nodes via BuildTreeArray. Dtor cleanup pattern is evident.
0051c590	ContainerArray_CopyMultiDimensional	[forge-autoname conf=medium <- wf] __fastcall loops containers, calls _Move<CMusicSetEntry*>, mallocs 0x10-sized elements. Slightly awkward name; 'ContainerArray_Copy' or 'CopyContainerRange' clearer than 'MultiDimensional'.
00527d80	BSTNode_FindLowerBound	[forge-autoname conf=high <- wf] __thiscall BST; compares uint64 fields at +0x10, +0x14 with param_2[0], param_2[1]. Binary search for >= key evident in loop.
005290e0	Vector_CopyAssignFrom	[forge-autoname conf=high <- wf] __thiscall vector; malloc(size), memmove data from source. Proposal 'Vector_CopyAssign' is acceptable but 'CopyAssignFrom' clarifies assignment direction.
0052b8b0	CParticleMorphs_Load	[forge-autoname conf=medium <- wf] __thiscall; calls FUN_00528610 (likely lookup/retrieve), FUN_0052a2d0; constructs CCharString/CWideString. More about loading than transferring morphs; name simplified.
0052bbe0	CCharStringVector_CopyAssign	[forge-autoname conf=high <- wf] __fastcall copy-assign range; CCharString constructor + malloc for each element's sub-buffer. vector<CCharString> copy pattern is clear.
0052bff0	CRegisterVector_Reallocate	[forge-autoname conf=high <- wf] __thiscall vector reallocation; calls _Move<CRegister*>, _Copy_backward. On capacity grow, reallocates storage and moves elements.
0052dec0	BSTIterator_FindNextNodeWithValue	[forge-autoname conf=medium <- wf] __fastcall BST tree walker; compares +0x10 with param_2. Function traverses parent/child links during search; 'FindNextNode' more accurate than 'FindNodeWithValue'.
0053cfc2	UIScrollList_AddChild	[forge-autoname conf=high <- wf] __thiscall; checks if capacity (+4) == end (+8), calls FUN_0053cef6 to grow else increments +4 by 0xc. List child insertion pattern.
00567120	StringSearch_FindPattern	[forge-autoname conf=medium <- wf] __fastcall 4 char* params define two ranges [param_1, param_2) and pattern [param_3, param_4). Searches for pattern in range. Name more descriptive than 'SearchRangeFind'.
00569330	CTCElectrocutedEffect::CopyDataRange	[forge-autoname conf=medium <- wf] __thiscall CTCElectrocutedEffect; calls OnInitialActivate; copies range [iVar1+uVar5, iVar2+iVar1+uVar5). More precise than 'CopyElectrocuteDataToArray'.
00579a1c	CEngineSceneGrid::GetCellBoundingBox	[forge-autoname conf=high <- wf] __thiscall CEngineSceneGrid; calls GetCellBoundingBox with cell key param_2. Function merely wraps cell bbox retrieval; proposed name matches actual action.
005ba9be	BSTNode_FindEqualOrGreater	[forge-autoname conf=high <- wf] __thiscall BST; binary search on int at +0x10; compares with param_2[0]. Returns node with key >= param_2. Evidence solid.
005baec4	Vector_UninitializedCopy	[forge-autoname conf=high <- wf] __thiscall vector; calls FUN_005128b0 (count), then _Uninit_copy. Constructs destination from source uninitialized range.
005bd33c	PlaySoundForMeshAnimation	[forge-autoname conf=medium <- wf] __fastcall; calls GetMeshBank + CSoundInit; invokes vtable at +0xc. 'Mesh' more specific than generic 'AnimationMesh'.
005eda50	CChunkedFileChunk::DestructorCleanup	[forge-autoname conf=high <- wf] __fastcall dtor; calls ~CBaseIntelligentPointer, iterates 6 arrays freeing function pointers and members, then ~CChunkedFileChunk. Cleanup sequence is evident.
005f6423	AbilityMap_SetData	[forge-autoname conf=medium <- wf] __thiscall; calls TransferToGui, LowerBound, GetNewTreeNode, FUN_005f9c4f. Manages ability node insertion/update; 'SetData' more generic than 'SetAbilityData'.
005f8444	BSTNode_FindEqualOrGreater_v2	[forge-autoname conf=high <- wf] __thiscall BST; identical to 005ba9be structure: compares int at +0x10 with param_2[0]; binary search. Evidence confirms the pattern is identical.
005fa3a5	Vector_PushBack_Refcounted	[forge-autoname conf=high <- wf] __thiscall vector; checks capacity, calls FUN_005fa10a to grow on full; increments refcount and pushes. Object insertion pattern evident.
005fc510	ComboBox_ClearAllLists	[forge-autoname conf=high <- wf] __fastcall; calls _For_each with Clear on 4 combo-box lists (+0x1ac, +0x1b8, +0x1c4, +0x1d0). Simplified name; 'DefLists' not strongly evident.
00618550	CVector_InsertRange	[forge-autoname conf=medium <- wf] Malloc/free vector reallocation, iterates and copies elements in 8-byte chunks, handles element insertion with capacity growth. Generic vector operation, not class-specific.
00659c32	CTCVillage::RecalculateSecuritySweep	[forge-autoname conf=high <- wf] Thiscall CTCVillage param; calls InvalidateAndClearAllSecuritySweepTasks and CalculateSecuritySweepTasks with this pointer. Clear class method semantics.
00660684	CVector_Reserve	[forge-autoname conf=medium <- wf] Thiscall vector reallocation; reserves capacity by calling malloc/free. Generic vector capacity operation.
006699c0	BinaryTree_FindNode	[forge-autoname conf=medium <- wf] Binary tree traversal comparing uint at +0x10 offset. Used by subset operations. Generic tree algorithm.
00669cb0	GetInterfaceFromMap	[forge-autoname conf=medium <- wf] Calls CVectorMap::LowerBound on ETCInterfaceType, searches in two maps. Lookup operation confirmed by evidence.
0066bdf0	CParticleMorphs_LoadAndProcessMorphs	[forge-autoname conf=medium <- wf] Thiscall with CParticleMorphs processing, but class ownership not clearly evident from evidence. Drop to generic naming pattern.
006753b0	DynamicTextureList_Destroy	[forge-autoname conf=medium <- wf] Fastcall iterates pointers and frees them. Generic list destruction operation.
006755a0	CScriptInfo_DestroyArray	[forge-autoname conf=medium <- wf] Fastcall destroys array with 0x18 stride, frees nested buffer at +8. Generic array destruction.
006755e0	std::vector_InsertRange_Allocate	[forge-autoname conf=medium <- wf] Vector insertion with malloc/reallocation, 0x18 element size. STL-style vector operation.
00681cd0	CGameScriptInterface::SetOpinionReactionMask	[forge-autoname conf=high <- wf] String 'OPINION_REACTION_MASK'; thiscall CViewBase param; sets opinion bit arrays. Clear method signature and function purpose.
006a3f20	Sound_MakePriorityHeap	[forge-autoname conf=medium <- wf] Fastcall computes heap level, calls make_heap on CSoundPair map. Generic sound heap operation.
006bc290	CGameState_TransferBoolFlags	[forge-autoname conf=medium <- wf] Thiscall transfers 3 bool flags at +0x54/55/56 using persist context. Generic flag transfer operation.
006c2120	LevelLoader_CreateObjectEntry	[forge-autoname conf=medium <- wf] Thiscall CLevelLoader creates linked-list entry (malloc 0x10), calls OnAdd. Generic linked-list node creation.
006c31b0	BinaryTree_FindNodeByString	[forge-autoname conf=medium <- wf] Thiscall binary tree search on CBasicString keys using operator<. Generic tree search.
006c5800	CBaseObject_FindInListByID	[forge-autoname conf=medium <- wf] Searches linked list for object with matching ID and item, calls GetPItem. Clear list search operation.
006cb010	CCompositeBlendDesc_VectorGrow	[forge-autoname conf=medium <- wf] Vector grow/reallocation with CCompositeBlendDesc constructor calls, 0x10 element size. Generic vector growth.
006e5990	CScriptConversation_RemoveAndCleanup	[forge-autoname conf=medium <- wf] Thiscall removes conversation from list, calls OnCleanup and ClearPrimitiveHandles. Clear removal operation.
006f2a40	BinaryTree_InsertOrFind	[forge-autoname conf=medium <- wf] Thiscall tree insertion with comparison, calls insertion function. Generic binary tree operation.
00708830	std::vector_InitFromRange	[forge-autoname conf=medium <- wf] Vector initialization from range, copies 8-byte elements, calls malloc. STL vector pattern.
0070c770	AnimationBank_ValidateAnimationStates	[forge-autoname conf=medium <- wf] Fastcall validates all animation states in bank by calling IsAnimationStateBaseValid. Clear validation operation.
0071a160	CCombatWheel::CopyAssign	[forge-autoname conf=high <- wf] Thiscall CCombatWheel copy-assignment: copies data, calls ResetRings, 0x44-byte element size. Clear assignment semantics.
00721060	std::vector_InsertRangeComplex	[forge-autoname conf=medium <- wf] Vector insert with CAnimatedBlock (0x18 size), malloc/constructor calls. STL complex vector operation.
00724e30	std::vector_Realloc32bit	[forge-autoname conf=medium <- wf] Vector reallocation for 4-byte elements using malloc/memmove. Generic 32-bit vector reallocation.
00728830	std::vector_InsertRangeWithMove	[forge-autoname conf=medium <- wf] Vector insert with move operations on CRandomAppearanceMorph::CBodyPartMesh (0x14 size). STL move pattern.
0072c430	CTCSpecialAbilities::GetAbilityAvailability	[forge-autoname conf=high <- wf] Thiscall CTCSpecialAbilities; calls IsAbleToUseAnyAbility and IsAbleToUseAbility; checks ability bits and inventory. Clear method.
00738d10	BinaryTree_FindLowerBound	[forge-autoname conf=medium <- wf] Thiscall binary tree search finding insertion point with same structure as other tree searches. Generic tree algorithm.
0074c9b0	std_find_int32	[forge-autoname conf=medium <- wf] Fastcall linear search for int in array (4-byte stride). Generic STL-style find operation.
0074f900	std::vector_InsertRangeWithMemmove	[forge-autoname conf=medium <- wf] Vector insert with memmove for 4-byte elements, malloc/free reallocation. STL vector pattern.
0074fb20	std::vector_CopyAssignSegment	[forge-autoname conf=medium <- wf] Thiscall copies vector segment calling _Copy_impl, constructs pair entries. STL copy-assign pattern.
0074fce0	std::vector_InsertRangeWithCopy	[forge-autoname conf=medium <- wf] Vector insert with copy; calls CCharString copy, _Uninit_copy/_Fill_n/_Cons_val. STL copy-based insert.
0074fe50	std::vector_PushBack_Lazy	[forge-autoname conf=medium <- wf] Thiscall push_back with lazy reallocation, calls vector_InsertRangeWithCopy when full. STL push-back pattern.
00754e70	Math_AngleFromPoints	[forge-autoname conf=high <- wf] Fastcall computes atan2 angle between 3D points, calls _CIfmod. Clear mathematical operation.
00756250	BinaryTree_InsertOrFindString	[forge-autoname conf=medium <- wf] Thiscall tree insert/find with CBasicString keys, calls insertion function. Generic tree operation with string keys.
007653b0	std::vector_InsertBefore	[forge-autoname conf=medium <- wf] Thiscall insert at position, calls _Move_backward, 0xc element size. STL insert-before pattern.
0076e4d0	WeaponTrail_CollectPoints	[forge-autoname conf=medium <- wf] Collects weapon trail points from linked list, calls FUN_007700d0 for push/reserve. Clear trail collection operation.
0076fc60	WeaponTrail_CreateNode	[forge-autoname conf=medium <- wf] Creates linked-list node (malloc 0x24), stores trail point data (6 floats). Generic node creation.
00770f20	CThing_RemoveFromList	[forge-autoname conf=medium <- wf] Thiscall removes thing from list by ID; calls _Remove_if. Clear list removal operation.
00777170	BinaryTree_FindNodeByInt	[forge-autoname conf=medium <- wf] Thiscall binary tree search on int key at +0x10 offset. Generic tree search.
00777db0	CString_Reserve	[forge-autoname conf=medium <- wf] Thiscall CString reserves capacity with malloc/memmove, null-terminates. String capacity operation.
007ad060	std::map_Tree_Insert_Node	[forge-autoname conf=high <- wf] Binary tree insertion with operator< comparisons, rotation via FUN_007acf70, tree node navigation at +0x8/+0xc offsets confirming BST pattern
007e5f70	CInputProcessOracleMinigame_PushSymbolToQueue	[forge-autoname conf=high <- wf] Thiscall method called by ProcessInput; doubly-linked list node allocation (malloc 0xc), OracleSymbolPushBack call, oracle minigame context established
007e9250	TreeWalk_FindMaxValue	[forge-autoname conf=medium <- wf] Called by OnKill; walks tree structure (left/right at +0xc/+0x8) accumulating max into DAT_013bae28, but claims FindMaxDamage without combat context evidence
007e99f0	LTextBinTree_EraseSingleNode	[forge-autoname conf=high <- wf] Thiscall on LTextTreeWalkThrough; calls BuildTreeArray and free; handles binary tree node erasure with subtree removal
007e9ae0	std::map_Tree_Find_Node	[forge-autoname conf=high <- wf] Binary tree search comparing value at +0x10 offset, navigating left/right branches (+0x8/+0xc), returns pair via param_2
007fdf60	CTCAISummon_GetMaxCreatureCount	[forge-autoname conf=medium <- wf] Fastcall on CTCAISummon; calls IsTimeToSummon and computes max counts, but GetMaxSummonCreatures overstates scope; returns int not pointer
008014f0	std::map_Tree_Find_Lower	[forge-autoname conf=high <- wf] Thiscall tree walker comparing at +0x10 offset, left/right branch navigation; returns lower_bound
00808520	NPlayerTargeting_CTargetPoint_Vector_Assign	[forge-autoname conf=high <- wf] Thiscall vector assignment with _Copy_impl and CBaseIntelligentPointer cleanup; overwrites target point vector
008085c0	CCombatWheel_AssignFrom	[forge-autoname conf=high <- wf] Thiscall CCombatWheel copy-assignment; calls malloc, ResetRings, _Copy_impl, GetCurrentState with standard assignment pattern
008092d0	Vector_Insert_Range	[forge-autoname conf=high <- wf] Thiscall vector realloc/insert; malloc, free, CIcicleData constructor calls, fill<>, _Copy_impl; complex in-place insertion
00818000	std::map_Tree_Insert_Node_2	[forge-autoname conf=high <- wf] Thiscall tree insertion with comparisons at +0x10, calls FUN_00817d70 (rotate) and FUN_00817320 (throw); BST insertion with rebalance
0081e030	std::make_heap_Sift	[forge-autoname conf=high <- wf] Fastcall heap constructor; element size 0x18, calls FUN_0081db70 (sift) and make_heap on sorted pair array
0081e090	std::make_heap_Sift_2	[forge-autoname conf=high <- wf] Fastcall heap constructor; element size 0x28, calls FUN_0081dc80 (sift) and make_heap; larger element variant
008274b0	Navigation_BalanceVolumeTree_Quickselect	[forge-autoname conf=high <- wf] Fastcall recursive quickselect; calls FUN_00826180 (partition) and FUN_00827130 (finalize); partition-based tree balancing
0083ee10	HTTP_CompareStrings	[forge-autoname conf=high <- wf] Fastcall string comparison; calls FUN_0083ebd0, FUN_00567d00, byte-by-byte comparison, returns equality boolean
0083f420	LHHttp2_ParseURL	[forge-autoname conf=high <- wf] Fastcall URL parsing; memmove('http://'), atoi for port, FUN_00841790 (find_delim), FUN_00569330 (substr); extracts protocol/port/path
0083fc00	HTTP_Request_BuildPath	[forge-autoname conf=high <- wf] Thiscall building HTTP request path; calls FUN_00567d00 (copy), FUN_00567d60 (append), FUN_00567400 (reserve), FUN_00569e30 (insert)
0083ff80	LHHttp2_Clear	[forge-autoname conf=high <- wf] Fastcall cleanup on LHHttp2; calls Kill on CWound, ResetDocumentParts, memsets 512 entries; full HTTP object reset
00861950	GetMovementSpeedModifier	[forge-autoname conf=high <- wf] Fastcall computing speed modifier; calls GetAbilityLevel; computes SQRT of dot product times scalar; standard movement calculation
008701d0	std::make_heap_Sift_3	[forge-autoname conf=high <- wf] Fastcall heap constructor; element size 0xc, calls FUN_008700a0 (sift) and make_heap; smaller element variant
00878db0	CProjectileWeapon_CalculatePitch	[forge-autoname conf=high <- wf] Thiscall projectile calculation; calls GetPosFromParams, fpatan for elevation/azimuth angles, Rotate; pitch angle computation
0087c660	CAnimationEntry_FindClosestRotation	[forge-autoname conf=high <- wf] Thiscall comparing rotation frames; calls GetRotationInAnimation twice, ABS difference comparison, returns index of closest match
00884490	TreeNode_DeepCopy	[forge-autoname conf=high <- wf] Recursive tree deep copy; calls FUN_00884120 (allocate), malloc, recursively processes left/right children, SetPItem for pointers
008ae420	std::map_Erase_Range	[forge-autoname conf=high <- wf] Thiscall map range erase; calls _Lbound/_Ubound to find range, FUN_008aab70 (erase nodes), FUN_008ae380 (cleanup)
008c7e50	CompareActorRotations	[forge-autoname conf=high <- wf] Fastcall rotation comparison; calls DoSizeof for positions, fpatan for angles, _CIfmod for normalization; returns comparison int
008f99a0	LSocket_ReceiveWithTimeout	[forge-autoname conf=high <- wf] Thiscall LSocket receive; calls LSocket::Receive, malloc for temp buffers; receive with timeout handling
00913d60	PathBuilder_AppendBezierCurveNode	[forge-autoname conf=high <- wf] Thiscall path builder; calls malloc(0x60), copies 12 floats (curve control points); adds single bezier segment
00916ce0	Vector_CopyAndReallocate	[forge-autoname conf=high <- wf] Thiscall vector realloc; calls malloc, memmove; copies and resizes vector of ints (4-byte elements)
0098cf70	Vector_EraseRange_Packed	[forge-autoname conf=high <- wf] Thiscall erasing range of 16-byte elements; shifts remaining items backward via manual 4-dword copy; compact erase
0098d360	Vector_InsertRange_Overflow	[forge-autoname conf=high <- wf] Thiscall vector insert with capacity check; calls FUN_0098d240 (grow), fill<>, _Copy_impl; handles overflow realloc
0098e7d0	CThreadedFileManager_ProcessPendingRequests	[forge-autoname conf=high <- wf] Thiscall file manager; EnterCriticalSection, SetEvent, SleepEx, tree search via _Lbound, FUN_0042a34e erase, processes async jobs
00993310	Vector_InsertRange_Filter	[forge-autoname conf=high <- wf] Thiscall vector insert with predicate; calls malloc, FUN_00992750, FUN_009927f0 for conditional insertion; filtered realloc
009939b0	std::make_heap_Sift_4	[forge-autoname conf=high <- wf] Fastcall heap constructor; element size 0x24, calls FUN_00993860 (sift) and make_heap; largest element variant
0099c670	CCharString_AllocStringData	[forge-autoname conf=high <- wf] Thiscall CCharString allocation; calls malloc, memmove; allocates and copies string data with null terminator
0099c7e0	CCharString_Insert	[forge-autoname conf=high <- wf] Thiscall string insertion; calls malloc, free, memmove; inserts substring at position, handles realloc
009a0300	CBasicString_AssignFromData	[forge-autoname conf=high <- wf] Thiscall string assign; calls operator_delete__[], operator_new__[]; reallocates and copies string payload
009b4030	Vector_Reserve	[forge-autoname conf=high <- wf] Thiscall vector reserve; calls malloc, free, memmove; resizes capacity, preserves existing elements
009b61f0	Vector_InsertSingleOrMultiple	[forge-autoname conf=high <- wf] Thiscall vector insert; inserts 1 or param_5 copies of param_3; calls malloc, free; conditional single/multiple insertion
009bede0	GetIndexBufferUsageCost	[forge-autoname conf=high <- wf] Fastcall calculating buffer cost; reads bytes at +0x120/+0x121, multiplies by 100; returns usage metric
009c0190	CMainGameComponent_AddComponentToList	[forge-autoname conf=high <- wf] Thiscall doubly-linked list insertion; malloc(0xc), wires prev/next pointers (offset +4, +0); adds component to game list
009c02d0	BuildVideoCapabilityTree	[forge-autoname conf=medium <- wf] Iterates video modes and builds tree structure via BuildTreeArray, but no clear evidence of 'CVideoOptions' class or 'ApplySettings' pattern; thiscall implies member function but class context not pro
009cbe90	BankData_CopyRange	[forge-autoname conf=medium <- wf] Copies memory range from bank offset; callers suggest WAD file ops, but 'CWADFile_ReadData' assumes unknown class context; simpler name is justified
009d7f40	AsyncResource_Cleanup	[forge-autoname conf=medium <- wf] Calls three cleanup functions in sequence for async data, but 'bank file' specifically is not confirmed in decompilation; callers Abort/~CBankFileAsyncData are suggestive but evidence not definitive
009f66a0	Array_CopyConstruct	[forge-autoname conf=medium <- wf] Loop calling CInputEvent copy constructor on each element via explicit CInputEvent::CInputEvent call at line 284; standard STL copy-construct confirmed
009f7830	LinkedList_Clear	[forge-autoname conf=medium <- wf] Fastcall list iterator at *param_1, circular linked list walk with free on each node, resets pointers; intrusive linked list cleanup confirmed
009fc210	CResourceList_MakeFreeSpace	[forge-autoname conf=high <- wf] Thiscall on CResourceList param, caller is MakeFreeSpace, loops calling CResourceList::UnloadNextResource until threshold met; direct class::method match
00a00ed0	Vector_MoveAndDestroyElements	[forge-autoname conf=medium <- wf] Calls std::_Move on vector elements and destroys via vtable, but 'CopyMove' is misleading; move-then-destroy is the pattern
00a0c3e0	Vector_ComputeAngle	[forge-autoname conf=medium <- wf] Fastcall computing atan2(param[0x20], sqrt(...)) with angle normalization via _CIfmod; vector angle computation from components confirmed
00a15140	CNavigatorManager_FindValidNavNode	[forge-autoname conf=high <- wf] Thiscall on CNavigatorManager, caller CalculateNavigableWidthOfLine, calls CNavigatorManager::GetNodeAt and CNavQuadTree::SetBlockedNode with distance/blocked-node checks; class/method match confirmed
00a22010	LinkedList_InsertNodeSmall	[forge-autoname conf=medium <- wf] Mallocs 0x14 bytes (20) and links into doubly-linked list; 'small' clarifies size but may not be necessary; generic insert is sufficient
00a2b970	Array_CopyUninit	[forge-autoname conf=medium <- wf] Initializes vector, calls _Uninit_copy<CFeatDef*,...> to copy array elements; STL uninitialized copy operation confirmed
00a32620	SharedPtr_Assign	[forge-autoname conf=medium <- wf] Reference-counted pointer assignment visible but 'SharedPtr_Assign' is reasonable; increments refcount on new, decrements old, destructs if zero; pattern fits but name could be 'RefCountedPtr_Assign' 
00a3ed30	VectorMap_LookupByKey	[forge-autoname conf=medium <- wf] Calls CVectorMap::LowerBound with string key compare; more general than 'C3DMeshVolume' (too specific to type); dict/map lookup confirmed
00a41e20	Vector_ReallocAndShrink	[forge-autoname conf=medium <- wf] Calculates log2 heap size, calls allocator and destructor then _Destroy; reallocation/reserve pattern confirmed but 'ExpandHeap' is misleading (may shrink too)
00a4a520	CCombatWheel_Assign	[forge-autoname conf=high <- wf] Thiscall on CCombatWheel, assignment with move semantics, handles reallocation, calls ResetRings method; container assignment confirmed
00a54cb0	Array_C3DVectorWord_Assign	[forge-autoname conf=medium <- wf] Thiscall on vector-like container of C3DVectorWord (6-byte elements), handles resize via copy/move/uninit_copy; array assignment confirmed
00a5d7c0	CResourceIndex_InitializeFromBank	[forge-autoname conf=medium <- wf] Thiscall stores CBankFile*, calls GetMaxEntryIndex, resizes index vector and zeros; resource index init from bank confirmed
00a71550	VertexData_BuildInterleaved	[forge-autoname conf=medium <- wf] Constructs 6-byte interleaved records from source ranges with optional padding, handles uninit copy; mesh vertex interleaving confirmed
00a74ca0	MultiArray_CopyElements	[forge-autoname conf=medium <- wf] Loops over triplets (param_1..param_2), copy-constructs 16-byte elements for each; 'Elements' more precise than 'Construct'
00a7f880	BinaryTree_FindLowerBound	[forge-autoname conf=medium <- wf] Thiscall with BST traversal (left/right at +8/+0xc), compares value at +0x10; lower_bound operation confirmed
00a80ee0	Vector_AssignWithRealloc	[forge-autoname conf=medium <- wf] Vector assignment, malloc/memmove/free with reallocation fallback; standard STL vector assignment confirmed
00a83d70	Vector_AssignUninit	[forge-autoname conf=medium <- wf] Vector assignment, handles under/over-capacity via _Uninit_copy, calls FUN_00a827d0 destroyer; STL uninitialized assignment confirmed
00a84160	Heap_SortHeapify	[forge-autoname conf=medium <- wf] Fastcall on pair array, calculates log2 size, calls _Insertion_sort1, small vs large heap logic; heap sort heapify confirmed
00a84940	Vector_AssignMove	[forge-autoname conf=medium <- wf] Vector assignment, 16-byte elements with move semantics, reallocates on overflow via _Move/_Move_backward; STL move assignment confirmed
00a88b10	LinkedList_InsertNodeLarge	[forge-autoname conf=medium <- wf] Mallocs 0x20 (32) bytes, copies 6 int fields, links into doubly-linked list; similar to 0x14 variant but 'large' is descriptive
00a96100	Vector_ZeroInit	[forge-autoname conf=medium <- wf] Initializes vector, allocates, zeros all 4-byte elements via loop; standard zero-init confirmed
00ac7200	Vector_ProjectOntoPlane	[forge-autoname conf=medium <- wf] Non-member computes projection: subtracts dot-product component, normalizes; 3D vector projection formula confirmed
00ad3230	TreeNode_DeepCopySmall	[forge-autoname conf=medium <- wf] Recursively copies 0x14-byte tree node and children via sibling list; binary tree deep-copy with small nodes confirmed
00ad3500	TreeNode_DeepCopyMedium	[forge-autoname conf=medium <- wf] Recursively copies 0x18-byte tree node (extra metadata at +0x10/+0x14) and children; tree deep-copy with medium nodes confirmed
00ad3ef0	BinaryTree_Insert	[forge-autoname conf=medium <- wf] Thiscall binary tree, searches for insertion point via left/right traversal comparing +0x10, calls FUN_00ad3440 allocator; BST insert confirmed
00ad43a0	TreeNode_DeepCopyLarge	[forge-autoname conf=medium <- wf] Recursively copies 0x20-byte tree node with reference-counted field at +0x18 (refcount increments), copies children; tree deep-copy with large nodes and refcounting confirmed
00ad48f0	TreeWalk_Destroy	[forge-autoname conf=medium <- wf] Post-order tree walk calling FUN_00ad4810 destructor on each node (+0x10 offset), handles child/sibling navigation; tree destruction during traversal confirmed
00ad64c0	BinaryTree_FindOrInsert	[forge-autoname conf=medium <- wf] Thiscall binary tree, searches comparing +0x10, calls FUN_00ad52a0 if not found (allocator), reference-counts result; BST find-or-insert confirmed
00adc250	LTextTreeWalkThrough_Cleanup	[forge-autoname conf=medium <- wf] Fastcall on list of LTextTreeWalkThrough nodes, calls BuildTreeArray destructors, frees all allocations; text tree cleanup confirmed
00ae6690	Vector_AssignUninitPair	[forge-autoname conf=medium <- wf] Vector assignment of pair<float,EConversationAttitude> (8-byte), handles reallocation via _Uninit_copy; STL vector of pairs assignment confirmed
